epoch,train_loss,val_auc,val_prauc
1,0.8562228122695548,0.6430250710657534,0.6366288414837904
2,0.7882929214688598,0.6792872454448017,0.663909534246315
3,0.7541558112277359,0.6975092035975583,0.6767179431157837
4,0.7245357021933696,0.7089414697795797,0.6873165575328943
5,0.7057131128232987,0.7163055128384361,0.6924249975948753
6,0.6995492176931413,0.7108334498345682,0.6856743092391453
7,0.6722018752918869,0.7179563353371546,0.6895726116926014
8,0.66214855039706,0.7371044783074701,0.7076842116032946
9,0.6538488439849166,0.737903676778974,0.7083615203134097
10,0.6422081987877362,0.7400962300200382,0.7080165320880627
11,0.6295072790540632,0.7365289622069994,0.7068617580467365
12,0.6262524887675145,0.7459550771238176,0.7162734750506913
13,0.6165091070483942,0.7417470525187567,0.7117394155627301
14,0.6105310821630916,0.745194324059835,0.7157640681126485
15,0.6069866020659931,0.7458001304813832,0.7165491213369278
16,0.603403667690324,0.7428899296332541,0.7158700389897614
17,0.6002751295683814,0.7432732186961181,0.7156013515234991
18,0.5999849460652618,0.742773428398341,0.7160026452889869
19,0.5945850945398455,0.742221212544853,0.7155311672185443
20,0.5965723771540845,0.7424553800270283,0.7158909187053678
21,0.5951006197538532,0.7424553800270284,0.7158932143282357
22,0.5994800541733132,0.7423074234586886,0.7159520843231305
23,0.5972454286501055,0.7423540239526539,0.7162208266504623
24,0.5979923625461391,0.7429656554359477,0.7168255901443036
25,0.5960470599229218,0.7423831492613822,0.7163622669301373
26,0.5951605749423386,0.7448751106761732,0.7190781237867165
27,0.5967230584289207,0.748620625378629,0.7229073546410961
28,0.5936422145268956,0.7462218649517685,0.721247922481933
29,0.5936652585619786,0.7515704366466284,0.7253201373428333
30,0.5924337975314407,0.7487278065147489,0.7268748074700025
31,0.5940533810463108,0.7623316557155504,0.7344562987946248
32,0.5942938833451662,0.7563225220187335,0.7337739787621174
33,0.5844546583343725,0.7562001957220746,0.7305983242903136
34,0.5852806257908462,0.748521599328953,0.7286148785427584
35,0.5843432189011183,0.7557283657206768,0.7355934449983295
36,0.5792362218508955,0.7510916165711357,0.738839571150055
37,0.5858520384206146,0.7646698355002562,0.746374011812676
38,0.5659853669463611,0.7523638100563866,0.7379684478019573
39,0.5664315905238761,0.7729286080432453,0.7505659658128739
40,0.5605803459394173,0.7574164686145674,0.7453698671257294
41,0.5561768669085424,0.7648597325131645,0.7505126480620561
42,0.5488238021975658,0.7678957546949998,0.7549943822555186
43,0.5428260562361263,0.7558413719185424,0.7331009815254412
44,0.5390979808862092,0.7726152197213291,0.7481440073404513
45,0.5339553517396333,0.767711682743837,0.7535790765495747
46,0.5268997635509147,0.7584987650869099,0.7493297825276476
47,0.5190973553012629,0.7637028752504776,0.7525107581712526
48,0.5136737527905918,0.7667167621976793,0.7553213782279119
49,0.5104608291485271,0.7598606645230439,0.7494974165525609
50,0.5052227561102539,0.7665163800736288,0.7574597649551364
51,0.49807683463956487,0.7696817186262174,0.757422124852273
52,0.49305137332345617,0.7684794258819142,0.7551998244273325
53,0.4888620752780164,0.7621557388508319,0.7543435231072015
54,0.48316209653361897,0.763893937275735,0.7546997218630814
