epoch,train_loss,val_auc,val_prauc
1,0.7375260163908419,0.6363888888888889,0.5982153920944646
2,0.7078857622716738,0.6712373737373738,0.6307430507825229
3,0.6851479164932085,0.6792539026629936,0.6409455291774766
4,0.6691892574662748,0.682533287419651,0.6451168922454649
5,0.6554261815288792,0.6847199265381084,0.6441733852892491
6,0.6437677676263063,0.6878868227731865,0.6523583202839793
7,0.6342620221169099,0.6932219926538108,0.6595791850139152
8,0.6274971774090892,0.696162764003673,0.6623728876813209
9,0.6226453321135562,0.6990955004591369,0.6642172481697293
10,0.6184498058713,0.7009217171717173,0.666286344000827
11,0.6153332169937051,0.7015645087235998,0.6676962454719946
12,0.6113805210460788,0.7020305325987144,0.6684655538700693
13,0.6095024651807287,0.702089072543618,0.6694078882102227
14,0.6072505913350893,0.7022417355371902,0.6703810097500482
15,0.6047596098936122,0.702791551882461,0.6708875182376991
16,0.6039002110128817,0.7024678604224059,0.6708778631211558
17,0.6024452642254208,0.7022015610651974,0.6715026258920741
18,0.6021619179974431,0.7022130394857669,0.6719475826421342
19,0.6015770700962647,0.7021889348025714,0.6718477377668932
20,0.601549791901008,0.7021843434343434,0.671891831929299
21,0.6012404379637345,0.7021854912764003,0.6718930157459078
22,0.6017414593826169,0.7022118916437099,0.6719337133031392
23,0.6016286258464274,0.702071854912764,0.6717213117577577
24,0.6015119876550592,0.7022176308539945,0.6718757312343049
25,0.600828030511089,0.702397842056933,0.6720760407240285
26,0.6004083772068438,0.7026790633608816,0.671971773316938
27,0.6000132298339969,0.7031095041322315,0.6725524902001405
28,0.5984040197470913,0.7035169880624428,0.6726887401153296
29,0.5968975285473077,0.7043216253443526,0.6752637469087795
30,0.5952382531502972,0.7051538108356291,0.6770808181283957
31,0.5941134402933328,0.7047704315886134,0.6766338708276207
32,0.5915694230276606,0.7055073461891644,0.6805406710025772
33,0.5879763837741769,0.7050918273645547,0.6795638836718125
34,0.5850335813086965,0.7056737832874197,0.6831769380838615
35,0.5824358877928361,0.7027858126721763,0.6810338034340611
36,0.579847719034423,0.7040748393021121,0.6871298149808647
37,0.5764177393006242,0.7025275482093664,0.6888409992285085
38,0.5718649444372758,0.7050619834710745,0.6942920057363989
39,0.5695657820805259,0.6973599632690543,0.6869481744947606
40,0.5684515276680822,0.7035881542699725,0.700412511664227
41,0.5645056541847147,0.7035342056932966,0.7014576590703183
42,0.5616032571896262,0.7034607438016528,0.6974500540346917
43,0.5569415403449017,0.701935261707989,0.703125760332278
44,0.5541384466316389,0.7085847107438017,0.7091074315355951
45,0.5544435449916384,0.7056473829201102,0.7073061408696739
46,0.5505773836503858,0.7049793388429753,0.7120998245539009
47,0.5490240752696991,0.7060319100091828,0.7096558804638783
48,0.5464048900681994,0.706213269054178,0.7096454063696044
49,0.5433431189993153,0.7057518365472911,0.7115351464969588
50,0.5441447127124538,0.7028868227731864,0.7109226592518091
51,0.541729406170223,0.704501836547291,0.7123152343141715
52,0.5407940696762956,0.7042607897153352,0.7121918575881901
53,0.5396729344907014,0.7054579889807163,0.7120540139995932
54,0.5383649261101432,0.7043491735537188,0.711574228426335
55,0.537848192712535,0.7046797520661157,0.7125496788700953
56,0.5366990038234255,0.7048037190082644,0.7111167711521327
57,0.5373021626602048,0.7049242424242426,0.7110641129021549
58,0.5354295476623203,0.7046854912764005,0.7110593836811951
59,0.5364396050572395,0.7048622589531681,0.7113514890689698
