epoch,train_loss,val_auc,val_prauc
1,0.7522756922245025,0.7463114620675919,0.6541252447565605
2,0.6944132226705552,0.726523003033367,0.6665679265892621
3,0.6670012545585632,0.7607929650396789,0.6851336031572558
4,0.6558882170915603,0.75726049996936,0.683340272676455
5,0.6490403634309768,0.7722458884854613,0.6871980461951261
6,0.6449541527032853,0.7734269674755645,0.6872625753036938
7,0.6425336596369743,0.7886723178447774,0.6929745076616476
8,0.6373641383647919,0.7848018544903026,0.6913178820096868
9,0.6333114290237427,0.789404567668597,0.6926754940460874
10,0.6317825102806092,0.792052540061893,0.6939356650471119
11,0.6289654892683029,0.785240390507706,0.6922902389816266
12,0.6270249435305595,0.7904214350277293,0.6953878539800589
13,0.6251580145955086,0.794907093559457,0.6965475719494825
14,0.6246551495790481,0.7918234576554217,0.6956601491936849
15,0.6219852542877198,0.7852073566810676,0.6934873625531418
16,0.621619111597538,0.7900786492324662,0.6953518916182169
17,0.6220159968733787,0.7911804949137482,0.6957445791464272
18,0.6201942014694214,0.7910533864938567,0.6954449592541257
19,0.6203085279464722,0.7910155651561113,0.6954783184734086
20,0.6197649675607682,0.7908894142384411,0.6954269842180337
21,0.6199591672420501,0.7908891748628856,0.6954273508524507
22,0.6196839159727097,0.7906548261941967,0.6953028480103363
23,0.6200010234117508,0.790732623249686,0.6953080051618012
24,0.6196634188294411,0.7903855286944266,0.6951344213534915
25,0.6193149012327194,0.7891723733799063,0.6943392925962396
26,0.6202620580792427,0.7920994576707419,0.6964341368389941
27,0.6192882689833641,0.7925360786837026,0.6956359330997015
28,0.6198727717995643,0.7935955548916873,0.6971191551433273
