epoch,train_loss,val_auc,val_prauc
1,0.733107312392163,0.5961738324894214,0.38978573841132813
2,0.6980948140544276,0.649980276529739,0.4719251148884519
3,0.6639961536212634,0.6921660307611848,0.5457462446948831
4,0.6335420848861817,0.7171372070080351,0.6025943816825744
5,0.6129682765853021,0.7228103976489326,0.6135618325943315
6,0.5938666068738506,0.7294883338087766,0.6293237641819733
7,0.5704726833169178,0.7403271421694481,0.6443815869680954
8,0.555142476353594,0.7481881151048352,0.6460681240319646
9,0.5576205852852073,0.7548242642514145,0.6567395725822531
10,0.5384211674813302,0.7529299196500737,0.6519279313173562
11,0.530525569313316,0.7549278960443113,0.6532599182291631
12,0.5206813994915255,0.7544708389792231,0.6530992822127798
13,0.5163321728187222,0.7502013205439072,0.6511439307506979
14,0.515786644271625,0.7550545571245186,0.6552437242924571
15,0.5105090974479594,0.7584114471901298,0.6562890088557344
16,0.5097351205605333,0.7606153871297485,0.656553522229041
17,0.5053734324311697,0.7595374679075737,0.6568049934907187
18,0.5084999604250795,0.7608947100984167,0.656623252271234
19,0.5018435149423538,0.7602487757333715,0.6569979219081332
20,0.5051687286105208,0.7605264272215091,0.656966730854887
21,0.49909003519563266,0.760526427221509,0.6569677414031391
22,0.5091429567465218,0.7606685030666095,0.6570409249715478
23,0.5034420653696983,0.7612661502163267,0.6569986019172246
24,0.5067869674774909,0.7625234750154518,0.6572682301340858
25,0.5045755944585287,0.7617789232991014,0.6579052582456791
26,0.5003144068102683,0.7630271478153378,0.658419474260109
27,0.5000139282595727,0.76162811861123,0.6591229408279818
28,0.5144316688660653,0.767159419127086,0.6603223697339643
29,0.50068689770596,0.7623565126824513,0.6637066537501767
30,0.5014556530983217,0.7658382066276803,0.6625693177273223
31,0.5049122453376811,0.765046667736414,0.6775321833018525
32,0.4968247865476916,0.7712253883777872,0.671085542561773
33,0.49844405984365814,0.7657327176341939,0.6605332016213069
34,0.4967373401247045,0.7652310877549565,0.655442673953818
35,0.49952259868062954,0.7658799936409452,0.660524715837242
36,0.49043402043722006,0.7704940227856226,0.6685165496096457
37,0.49565857200212377,0.7691991825345885,0.6693818485409613
38,0.486421081648078,0.7704368210074645,0.6550464785572795
39,0.4757538091751837,0.7711787726429896,0.6683530683646489
40,0.4752214067084815,0.7752033263205438,0.6616601805503384
41,0.47224341605299264,0.7639284472614464,0.6524236381326984
42,0.47105377271611204,0.7732029355655399,0.6672852740523935
43,0.47349991497173105,0.7737794106285361,0.6741584440822826
44,0.45959822753424284,0.7811638258926449,0.6767105485133239
45,0.4632035747010221,0.7812282707531023,0.6710710181342423
46,0.44726410684406115,0.7754982497741645,0.668625441776896
47,0.4469960844644936,0.7764517365568392,0.6715020537980122
48,0.45662506132997494,0.7870301653948557,0.6808296591081116
49,0.4314774000836957,0.7833061067726905,0.6701021823555552
50,0.44687011325231163,0.781608811153901,0.667711736009236
51,0.42816674100455415,0.7819395785788998,0.6751834722979173
52,0.4180276655061271,0.7788087098250367,0.6655638923192022
53,0.4119910280150111,0.7732829809109495,0.6632790537200532
54,0.4111814542162803,0.7777218760400323,0.6671893019824915
55,0.40736315391396966,0.7813909615247469,0.6673422746534484
56,0.40540309939333186,0.7783596387224837,0.6702303840687955
57,0.3999419335716514,0.7804883620382256,0.6704332037880019
58,0.418202991126686,0.7807340696762229,0.6703608926223701
59,0.39913863969105545,0.7798557995174251,0.6702281150134496
60,0.4048132390104314,0.7799120726952884,0.6703222899817379
61,0.39628735985807195,0.7799115155351115,0.6703217293933482
62,0.4144407795962467,0.7799282303404174,0.6702646079193191
63,0.3975568232677316,0.780164837695526,0.6699966541705308
