analysis_set,fpr,tpr,threshold,roc_auc,n,n_pos,n_neg
original,0.033460522453771645,0.2483108108108108,0.84664494,0.8400072089259792,3999,592,3407
original,0.034047549163486936,0.2483108108108108,0.84571046,0.8400072089259792,3999,592,3407
original,0.034047549163486936,0.25,0.84561497,0.8400072089259792,3999,592,3407
original,0.03434106251834459,0.25,0.8455893,0.8400072089259792,3999,592,3407
original,0.03434106251834459,0.2516891891891892,0.84524906,0.8400072089259792,3999,592,3407
original,0.034634575873202234,0.2516891891891892,0.8450732,0.8400072089259792,3999,592,3407
original,0.034634575873202234,0.25675675675675674,0.84493124,0.8400072089259792,3999,592,3407
original,0.03492808922805988,0.25675675675675674,0.8449293,0.8400072089259792,3999,592,3407
original,0.03492808922805988,0.26013513513513514,0.8442058,0.8400072089259792,3999,592,3407
original,0.035221602582917524,0.26013513513513514,0.8441243,0.8400072089259792,3999,592,3407
original,0.035221602582917524,0.2652027027027027,0.84360814,0.8400072089259792,3999,592,3407
original,0.03727619606692104,0.2652027027027027,0.8415991,0.8400072089259792,3999,592,3407
original,0.03727619606692104,0.2668918918918919,0.8414085,0.8400072089259792,3999,592,3407
original,0.03756970942177869,0.2668918918918919,0.8411692,0.8400072089259792,3999,592,3407
original,0.03756970942177869,0.2685810810810811,0.8409926,0.8400072089259792,3999,592,3407
original,0.03874376284120928,0.2685810810810811,0.83960855,0.8400072089259792,3999,592,3407
original,0.03874376284120928,0.2702702702702703,0.8393135,0.8400072089259792,3999,592,3407
original,0.03933078955092457,0.2702702702702703,0.8389049,0.8400072089259792,3999,592,3407
original,0.03933078955092457,0.28040540540540543,0.83616567,0.8400072089259792,3999,592,3407
original,0.03962430290578221,0.28040540540540543,0.8360916,0.8400072089259792,3999,592,3407
original,0.03962430290578221,0.28209459459459457,0.83563244,0.8400072089259792,3999,592,3407
original,0.03962430290578221,0.28547297297297297,0.8355651,0.8400072089259792,3999,592,3407
original,0.03962430290578221,0.28716216216216217,0.83537596,0.8400072089259792,3999,592,3407
original,0.040211329615497504,0.28716216216216217,0.8349755,0.8400072089259792,3999,592,3407
original,0.040211329615497504,0.2905405405405405,0.8343242,0.8400072089259792,3999,592,3407
original,0.04050484297035515,0.2905405405405405,0.8339456,0.8400072089259792,3999,592,3407
original,0.04050484297035515,0.2939189189189189,0.8337251,0.8400072089259792,3999,592,3407
original,0.04109186968007044,0.2939189189189189,0.833475,0.8400072089259792,3999,592,3407
original,0.04109186968007044,0.30236486486486486,0.832328,0.8400072089259792,3999,592,3407
original,0.041385383034928086,0.30236486486486486,0.8320592,0.8400072089259792,3999,592,3407
original,0.041385383034928086,0.30405405405405406,0.8319863,0.8400072089259792,3999,592,3407
original,0.04167889638978574,0.30405405405405406,0.83180183,0.8400072089259792,3999,592,3407
original,0.04167889638978574,0.30743243243243246,0.8311484,0.8400072089259792,3999,592,3407
original,0.04285294980921632,0.30743243243243246,0.82972145,0.8400072089259792,3999,592,3407
original,0.04285294980921632,0.3108108108108108,0.8292977,0.8400072089259792,3999,592,3407
original,0.043146463164073966,0.3108108108108108,0.82879615,0.8400072089259792,3999,592,3407
original,0.043146463164073966,0.3125,0.8284019,0.8400072089259792,3999,592,3407
original,0.04343997651893161,0.3125,0.8283066,0.8400072089259792,3999,592,3407
original,0.04343997651893161,0.3158783783783784,0.827562,0.8400072089259792,3999,592,3407
original,0.04461402993836219,0.3158783783783784,0.8263706,0.8400072089259792,3999,592,3407
original,0.04461402993836219,0.31925675675675674,0.8259493,0.8400072089259792,3999,592,3407
original,0.04520105664807749,0.31925675675675674,0.82516146,0.8400072089259792,3999,592,3407
original,0.04520105664807749,0.32094594594594594,0.82448804,0.8400072089259792,3999,592,3407
original,0.045494570002935136,0.32094594594594594,0.8244332,0.8400072089259792,3999,592,3407
original,0.045494570002935136,0.3277027027027027,0.8230412,0.8400072089259792,3999,592,3407
original,0.04608159671265043,0.3277027027027027,0.82296276,0.8400072089259792,3999,592,3407
original,0.04608159671265043,0.3344594594594595,0.8226735,0.8400072089259792,3999,592,3407
original,0.046962136777223364,0.3344594594594595,0.8213494,0.8400072089259792,3999,592,3407
original,0.046962136777223364,0.33614864864864863,0.8213357,0.8400072089259792,3999,592,3407
original,0.04725565013208101,0.33614864864864863,0.82090217,0.8400072089259792,3999,592,3407
original,0.04725565013208101,0.33783783783783783,0.82046497,0.8400072089259792,3999,592,3407
original,0.047549163486938655,0.33783783783783783,0.8203738,0.8400072089259792,3999,592,3407
original,0.047549163486938655,0.34121621621621623,0.820084,0.8400072089259792,3999,592,3407
original,0.0478426768417963,0.34121621621621623,0.8200257,0.8400072089259792,3999,592,3407
original,0.0478426768417963,0.34290540540540543,0.81925166,0.8400072089259792,3999,592,3407
original,0.04842970355151159,0.34290540540540543,0.8190125,0.8400072089259792,3999,592,3407
original,0.04842970355151159,0.34628378378378377,0.8184353,0.8400072089259792,3999,592,3407
original,0.04901673026122689,0.34628378378378377,0.81809366,0.8400072089259792,3999,592,3407
original,0.04901673026122689,0.35135135135135137,0.8174781,0.8400072089259792,3999,592,3407
original,0.04901673026122689,0.3530405405405405,0.81732535,0.8400072089259792,3999,592,3407
original,0.049310243616084534,0.3530405405405405,0.8167914,0.8400072089259792,3999,592,3407
original,0.049310243616084534,0.3547297297297297,0.8164709,0.8400072089259792,3999,592,3407
original,0.049897270325799825,0.3547297297297297,0.8155612,0.8400072089259792,3999,592,3407
original,0.049897270325799825,0.3581081081081081,0.81528854,0.8400072089259792,3999,592,3407
original,0.05019078368065747,0.3581081081081081,0.81525946,0.8400072089259792,3999,592,3407
original,0.05019078368065747,0.36317567567567566,0.8143841,0.8400072089259792,3999,592,3407
original,0.050484297035515116,0.36317567567567566,0.8139436,0.8400072089259792,3999,592,3407
original,0.050484297035515116,0.36655405405405406,0.8135494,0.8400072089259792,3999,592,3407
original,0.0516583504549457,0.36655405405405406,0.8123201,0.8400072089259792,3999,592,3407
original,0.0516583504549457,0.36824324324324326,0.81227356,0.8400072089259792,3999,592,3407
original,0.05195186380980334,0.36824324324324326,0.81209785,0.8400072089259792,3999,592,3407
original,0.05195186380980334,0.36993243243243246,0.8120664,0.8400072089259792,3999,592,3407
original,0.05253889051951864,0.36993243243243246,0.81113565,0.8400072089259792,3999,592,3407
original,0.05253889051951864,0.3716216216216216,0.8110979,0.8400072089259792,3999,592,3407
original,0.05283240387437629,0.3716216216216216,0.81084317,0.8400072089259792,3999,592,3407
original,0.05283240387437629,0.3733108108108108,0.8106974,0.8400072089259792,3999,592,3407
original,0.05400645729380687,0.3733108108108108,0.8097186,0.8400072089259792,3999,592,3407
original,0.05400645729380687,0.375,0.8094151,0.8400072089259792,3999,592,3407
original,0.05459348400352216,0.375,0.8093451,0.8400072089259792,3999,592,3407
original,0.05459348400352216,0.3766891891891892,0.80888903,0.8400072089259792,3999,592,3407
original,0.055474024068095096,0.3766891891891892,0.80834216,0.8400072089259792,3999,592,3407
original,0.055474024068095096,0.3783783783783784,0.8080665,0.8400072089259792,3999,592,3407
original,0.056061050777810394,0.3783783783783784,0.8075714,0.8400072089259792,3999,592,3407
original,0.056061050777810394,0.38175675675675674,0.8071749,0.8400072089259792,3999,592,3407
original,0.05635456413266804,0.38175675675675674,0.8069805,0.8400072089259792,3999,592,3407
original,0.05635456413266804,0.38513513513513514,0.80666333,0.8400072089259792,3999,592,3407
original,0.05694159084238333,0.38513513513513514,0.8063104,0.8400072089259792,3999,592,3407
original,0.05694159084238333,0.3885135135135135,0.806248,0.8400072089259792,3999,592,3407
