analysis_set,recall,precision,threshold,pr_auc,n,n_pos,n_neg
original,0.9915540540540541,0.1806709756848261,0.2720651,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18072660098522167,0.27221695,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18078226054819835,0.27223065,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18083795440542205,0.27227622,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18089368258859784,0.2725255,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18094944512946978,0.27268577,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18100524205982116,0.27291787,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.1810610734114744,0.27330858,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18111693921629127,0.27349204,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18117283950617283,0.27370209,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.1812287743130596,0.2740727,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18128474366893144,0.2742618,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18134074760580784,0.27435282,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18139678615574784,0.27439842,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18145285935085007,0.2746454,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18150896722325294,0.2747591,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18156510980513454,0.27508014,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18162128712871287,0.2751857,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18167749922624574,0.27526352,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18173374613003096,0.2756316,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.1817900278724063,0.2759404,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18184634448574968,0.27617025,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18190269600247908,0.27693337,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18195908245505268,0.2772456,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.182015503875969,0.27733916,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18207196029776676,0.27833593,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18212845175302514,0.27845043,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18218497827436375,0.278685,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18224153989444272,0.2790177,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18229813664596273,0.27907112,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.1823547685616651,0.2797084,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18241143567433188,0.28029704,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18246813801678582,0.28065565,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18252487562189054,0.28078073,0.44064149552255333,3999,592,3407
original,0.9915540540540541,0.18258164852255054,0.28122848,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1823273179838208,0.28146443,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1823840647370059,0.28156573,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18244084682440848,0.28160942,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1824976642790408,0.2816196,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18255451713395637,0.2818704,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18261140542224993,0.2820692,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18266832917705736,0.28213704,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18272528843155597,0.28217942,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18278228321896445,0.28230435,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1828393135725429,0.28307688,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.182896379525593,0.28332663,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.182953481111458,0.28362623,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1830106183635228,0.28363973,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.183067791315214,0.28434408,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.183125,0.2843852,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18318224445139106,0.28442484,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18323952470293933,0.285332,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18329684078823896,0.28557366,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18335419274092615,0.2856533,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18341158059467919,0.28569162,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18346900438321853,0.28578278,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18352646414030693,0.28588572,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18358395989974938,0.2859319,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1836414916953933,0.2863211,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18369905956112853,0.2865653,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18381430363864493,0.2865945,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18387197991841858,0.286794,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18392969240426868,0.2871112,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18398744113029827,0.2871517,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18404522613065327,0.28749317,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18410304743952247,0.28764266,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18416090509113764,0.28764403,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18421879911977365,0.28765282,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18427672955974841,0.28805107,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18433469644542308,0.28908646,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18439269981120202,0.28961572,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1844507396915329,0.2896459,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1845088161209068,0.2901861,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18456692913385828,0.29041648,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18462507876496534,0.29196042,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18468326504884966,0.29213288,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18474148802017654,0.29234973,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.184799747713655,0.2925995,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18485804416403787,0.29314047,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1849163774061218,0.29317454,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1849747474747475,0.29333284,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1850331544047995,0.29377833,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18509159823120658,0.29414135,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18515007898894154,0.29421368,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18520859671302148,0.29427338,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18526715143850775,0.29445067,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18532574320050602,0.29447863,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1853843720341664,0.29507846,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18544303797468353,0.29516917,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1855017410572966,0.29538274,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18556048131728942,0.29606813,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1856192587899905,0.2960759,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18567807351077312,0.2968648,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18573692551505547,0.29693833,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18579581483830057,0.29726014,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1858547415160165,0.2973194,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18591370558375633,0.29736054,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18597270707711838,0.29745418,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18603174603174602,0.29788005,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18609082248332803,0.29800156,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18614993646759848,0.29818144,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18620908802033684,0.29881865,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18626827717736807,0.2988227,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1863275039745628,0.29893264,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18638676844783714,0.29903245,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18644607063315305,0.29905725,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18650541056651815,0.29917783,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18656478828398598,0.29938906,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18662420382165604,0.29944992,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1866836572156738,0.29957837,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18674314850223073,0.29985946,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18680267771756456,0.29987463,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1868622448979592,0.3000504,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18698149329929803,0.3001092,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18704117459304181,0.30041358,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18710089399744573,0.30086106,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18716065154902586,0.30099285,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18722044728434506,0.30133113,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18728028124001278,0.30147302,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18734015345268543,0.30195454,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.1874000639590662,0.3025744,0.44064149552255333,3999,592,3407
original,0.9898648648648649,0.18746001279590532,0.30280858,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1872,0.302868,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18725992317541612,0.30295166,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1873198847262248,0.30299422,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18737988468930172,0.30307433,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18743992310157,0.3031724,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1875,0.30344093,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1875601154216095,0.3037272,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18762026940346377,0.30372941,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18768046198267566,0.30412132,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18774069319640566,0.30420363,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18780096308186195,0.30457544,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18786127167630057,0.30460358,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18792161901702537,0.30480072,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1879820051413882,0.3048492,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1880424300867888,0.30533728,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18810289389067525,0.3054508,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1881633965905436,0.3058117,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18822393822393824,0.30611604,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18828451882845187,0.30614287,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18834513844172568,0.3064255,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18840579710144928,0.30694228,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18846649484536082,0.30754456,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1885272317112472,0.3077501,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1885880077369439,0.30776286,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1886488229603354,0.30800778,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18870967741935485,0.30829713,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1887705711519845,0.3084861,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18883150419625566,0.3085616,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18889247659024863,0.30856493,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18895348837209303,0.30862257,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1890145395799677,0.30942148,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18907563025210083,0.30961227,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18913676042677013,0.30961376,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1891979301423027,0.3096493,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18925913943707537,0.3096665,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18932038834951456,0.3101284,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18938167691809646,0.31023782,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18944300518134716,0.31047937,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18950437317784258,0.3108744,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18956578094620868,0.31101006,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18962722852512157,0.3111164,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18968871595330739,0.31147024,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18975024326954265,0.31194216,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1898118105126541,0.31219015,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18993506493506493,0.31237507,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.18999675219227022,0.3124774,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19005847953216373,0.31270495,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19012024699382515,0.31301144,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1901820546163849,0.3133867,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1902439024390244,0.31360024,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19030579050097593,0.31375277,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19036771884152295,0.3137539,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1904296875,0.31462848,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1904916965157929,0.31479317,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19055374592833876,0.3150689,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1906158357771261,0.3151984,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1906779661016949,0.31525096,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19074013694163677,0.31550455,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1908023483365949,0.31582764,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19086460032626426,0.31597015,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19092689295039164,0.3160538,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1909892262487757,0.31625074,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19105160026126713,0.3163879,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1911140150277687,0.31649715,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19117647058823528,0.31674996,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19123896698267406,0.31685728,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19130150425114453,0.31709814,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19136408243375858,0.3172709,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19142670157068062,0.31730413,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19148936170212766,0.31733894,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19155206286836934,0.3174854,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19161480510972814,0.3180358,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19167758846657929,0.31810668,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19174041297935104,0.31856787,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1918032786885246,0.31906307,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1918661856346343,0.31909186,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1919291338582677,0.3192973,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19199212340006563,0.31951928,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19205515430072226,0.319661,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1921182266009852,0.32015878,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.1921813403416557,0.32016414,0.44064149552255333,3999,592,3407
original,0.9881756756756757,0.19224449556358855,0.32045615,0.44064149552255333,3999,592,3407
original,0.9864864864864865,0.19197896120973043,0.32099327,0.44064149552255333,3999,592,3407
original,0.9864864864864865,0.19204209141729695,0.32105803,0.44064149552255333,3999,592,3407
original,0.9864864864864865,0.19210526315789472,0.32119378,0.44064149552255333,3999,592,3407
original,0.9864864864864865,0.19216847647252386,0.3212444,0.44064149552255333,3999,592,3407
original,0.9864864864864865,0.19223173140223832,0.3212975,0.44064149552255333,3999,592,3407
original,0.9864864864864865,0.19229502798814618,0.32184523,0.44064149552255333,3999,592,3407
original,0.9864864864864865,0.19235836627140976,0.32195222,0.44064149552255333,3999,592,3407
original,0.9864864864864865,0.19242174629324546,0.3221211,0.44064149552255333,3999,592,3407
original,0.9864864864864865,0.1924851680949242,0.3223756,0.44064149552255333,3999,592,3407
original,0.9847972972972973,0.19221892515661063,0.32266295,0.44064149552255333,3999,592,3407
original,0.9847972972972973,0.19228232189973615,0.32266754,0.44064149552255333,3999,592,3407
original,0.9847972972972973,0.19234576047509072,0.32309276,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.19207920792079208,0.3234554,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.1921426213271707,0.32351154,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.19220607661822986,0.3235168,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.19226957383548068,0.3235718,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.19233311302048908,0.3238041,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.19239669421487604,0.32395184,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.19246031746031747,0.3243164,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.1925239827985445,0.32438916,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.19258769027134348,0.32449698,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.1926514399205561,0.32468784,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.19271523178807948,0.32472938,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.1927790659158662,0.32490054,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.19284294234592445,0.32505748,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.19290686112031818,0.32528037,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.1929708222811671,0.32535854,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.19303482587064677,0.32552394,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.1930988719309887,0.32557797,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.1931629605044806,0.326222,0.44064149552255333,3999,592,3407
original,0.9831081081081081,0.19322709163346613,0.32626736,0.44064149552255333,3999,592,3407
original,0.981418918918919,0.19295914978412487,0.3267197,0.44064149552255333,3999,592,3407
original,0.981418918918919,0.1930232558139535,0.32679743,0.44064149552255333,3999,592,3407
original,0.981418918918919,0.19308740445330674,0.3270465,0.44064149552255333,3999,592,3407
original,0.981418918918919,0.19315159574468085,0.32794243,0.44064149552255333,3999,592,3407
original,0.981418918918919,0.19321582973062854,0.32794702,0.44064149552255333,3999,592,3407
original,0.981418918918919,0.19328010645375915,0.3280106,0.44064149552255333,3999,592,3407
original,0.981418918918919,0.19334442595673876,0.32806885,0.44064149552255333,3999,592,3407
original,0.981418918918919,0.19340878828229027,0.32813182,0.44064149552255333,3999,592,3407
original,0.981418918918919,0.19347319347319347,0.3281462,0.44064149552255333,3999,592,3407
original,0.9797297297297297,0.1932045303131246,0.32818317,0.44064149552255333,3999,592,3407
original,0.9797297297297297,0.19326891036321225,0.3281917,0.44064149552255333,3999,592,3407
original,0.9797297297297297,0.19333333333333333,0.32823002,0.44064149552255333,3999,592,3407
original,0.9797297297297297,0.19339779926642214,0.32828096,0.44064149552255333,3999,592,3407
original,0.9797297297297297,0.1934623082054703,0.32830042,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.1931931931931932,0.32835466,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19325767690253673,0.32837498,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.193322203672788,0.32865852,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.1933867735470942,0.32881176,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.1934513865686602,0.32912254,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19351604278074866,0.32946646,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19358074222668004,0.3295058,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19364548494983277,0.32969844,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19371027099364335,0.32991755,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19377510040160642,0.33021545,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19383997321727486,0.33034527,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19390488948425988,0.33035237,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19396984924623115,0.33040464,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19403485254691688,0.33046782,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19409989943010392,0.33078194,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19416498993963782,0.3308836,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19429530201342282,0.33102405,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19436052366565962,0.3311935,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.1944257891202149,0.3316083,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.1944910984212294,0.33197975,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19455645161290322,0.33242944,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.1946218487394958,0.33254147,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19468728984532616,0.33300483,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19475277497477295,0.33325848,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19481830417227455,0.33384454,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.1948838774823292,0.33403963,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19494949494949496,0.33404028,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19501515661839003,0.3341472,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19508086253369272,0.33426872,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.19514661274014156,0.3347349,0.44064149552255333,3999,592,3407
original,0.9780405405405406,0.1952124072825354,0.33474624,0.44064149552255333,3999,592,3407
original,0.9763513513513513,0.19494097807757166,0.3348677,0.44064149552255333,3999,592,3407
original,0.9763513513513513,0.1950067476383266,0.33492655,0.44064149552255333,3999,592,3407
original,0.9763513513513513,0.1950725615929801,0.33501238,0.44064149552255333,3999,592,3407
original,0.9763513513513513,0.19513841998649561,0.33521008,0.44064149552255333,3999,592,3407
original,0.9763513513513513,0.19520432286389733,0.33545583,0.44064149552255333,3999,592,3407
original,0.9763513513513513,0.19527027027027027,0.33552173,0.44064149552255333,3999,592,3407
original,0.9763513513513513,0.1953362622507604,0.33565664,0.44064149552255333,3999,592,3407
original,0.9763513513513513,0.19540229885057472,0.3359294,0.44064149552255333,3999,592,3407
original,0.9763513513513513,0.1954683801149814,0.33648682,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19519621109607577,0.33666235,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19526226734348562,0.33675206,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.1953283683141503,0.33683836,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19539451405350491,0.33722892,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19546070460704607,0.3377838,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19552694002033208,0.33778656,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19559322033898305,0.33787468,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.1956595456086809,0.33810344,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.1957259158751696,0.33872035,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19579233118425518,0.33879092,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19585879158180583,0.33895826,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19592529711375212,0.33901733,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19599184782608695,0.33929366,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19605844376486578,0.33939698,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19612508497620665,0.33944643,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19619177150629039,0.33960968,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19625850340136056,0.34056044,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.1963252807077237,0.34088546,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19639210347174949,0.3409068,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19645897173987062,0.34116378,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.1965258855585831,0.34122565,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19659284497444635,0.3412639,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19665985003408315,0.34140778,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19672690078418,0.34157503,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19679399727148705,0.341886,0.44064149552255333,3999,592,3407
original,0.9746621621621622,0.19686113954281814,0.34232575,0.44064149552255333,3999,592,3407
original,0.972972972972973,0.19658703071672354,0.34251806,0.44064149552255333,3999,592,3407
original,0.972972972972973,0.19665414817343804,0.34256297,0.44064149552255333,3999,592,3407
original,0.972972972972973,0.1967885206696276,0.34276104,0.44064149552255333,3999,592,3407
original,0.972972972972973,0.19685577580314423,0.34325385,0.44064149552255333,3999,592,3407
original,0.972972972972973,0.19692307692307692,0.3436281,0.44064149552255333,3999,592,3407
original,0.972972972972973,0.19699042407660738,0.3439468,0.44064149552255333,3999,592,3407
original,0.972972972972973,0.19705781731098188,0.3441141,0.44064149552255333,3999,592,3407
original,0.972972972972973,0.1971252566735113,0.3442004,0.44064149552255333,3999,592,3407
original,0.972972972972973,0.19719274221157138,0.34430632,0.44064149552255333,3999,592,3407
original,0.972972972972973,0.19726027397260273,0.3443463,0.44064149552255333,3999,592,3407
