cluster_id,size,pos,neg,fold
2618,1,0,1,2
2619,1,0,1,3
2620,1,0,1,0
2621,1,1,0,4
2622,1,0,1,3
2623,1,1,0,2
2624,1,0,1,1
2625,1,0,1,0
2626,1,0,1,4
2627,1,0,1,2
2628,1,0,1,4
2629,1,0,1,1
2630,1,0,1,0
2631,1,0,1,4
2632,1,0,1,3
2633,1,0,1,2
2634,1,0,1,1
2635,1,0,1,0
2636,1,0,1,1
2637,1,0,1,3
2638,1,0,1,2
2639,1,0,1,3
2640,1,0,1,0
2641,1,0,1,4
2642,1,0,1,3
2643,1,0,1,2
2644,1,0,1,1
2645,1,0,1,0
2646,1,1,0,4
2647,1,0,1,2
2648,1,0,1,4
2649,1,0,1,1
2650,1,0,1,0
2651,1,0,1,4
2652,1,1,0,3
2653,1,0,1,2
2654,1,0,1,1
2655,1,0,1,0
2656,1,0,1,1
2657,1,0,1,3
2658,1,1,0,2
2659,1,0,1,3
2660,1,0,1,0
2661,1,1,0,4
2662,1,0,1,3
2663,1,0,1,2
2664,1,0,1,1
2665,1,0,1,0
2666,1,0,1,4
2667,1,0,1,2
2668,1,1,0,4
2669,1,0,1,1
2670,1,0,1,0
2671,1,0,1,4
2672,1,0,1,3
2673,1,0,1,2
2674,1,0,1,1
2675,1,0,1,0
2676,1,0,1,3
2677,1,0,1,2
2678,1,0,1,3
2679,1,0,1,1
2680,1,0,1,0
2681,1,0,1,4
2682,1,0,1,3
2683,1,1,0,2
2684,1,1,0,1
2685,1,0,1,0
2686,1,0,1,4
2687,1,0,1,2
2688,1,0,1,4
2689,1,0,1,1
2690,1,0,1,0
2691,1,0,1,4
2692,1,0,1,3
2693,1,0,1,2
2694,1,0,1,1
2695,1,0,1,0
2696,1,0,1,1
2697,1,0,1,3
2698,1,0,1,2
2699,1,0,1,3
2700,1,0,1,0
2701,1,0,1,4
2702,1,0,1,3
2703,1,0,1,2
2704,1,0,1,1
2705,1,0,1,0
2706,1,0,1,4
2707,1,0,1,2
2708,1,0,1,4
2709,1,1,0,1
2710,1,0,1,0
2711,1,0,1,4
2712,1,0,1,3
2713,1,0,1,2
2714,1,0,1,1
2715,1,0,1,0
2716,1,0,1,3
2717,1,0,1,2
2718,1,0,1,3
2719,1,0,1,1
2720,1,0,1,0
2721,1,0,1,4
2722,1,0,1,3
2723,1,0,1,2
2724,1,0,1,1
2725,1,0,1,0
2726,1,0,1,4
2727,1,0,1,2
2728,1,0,1,4
2729,1,0,1,1
2730,1,0,1,0
2731,1,0,1,4
2732,1,0,1,3
2733,1,0,1,2
2734,1,0,1,1
2735,1,0,1,0
2736,1,0,1,1
2737,1,1,0,3
2738,1,0,1,2
2739,1,0,1,3
2740,1,0,1,0
2741,1,0,1,4
2742,1,0,1,3
2743,1,0,1,2
2744,1,0,1,1
2745,1,0,1,0
2746,1,0,1,4
2747,1,0,1,2
2748,1,0,1,4
2749,1,0,1,1
2750,1,0,1,0
2751,1,0,1,4
2752,1,0,1,3
2753,1,0,1,2
2754,1,0,1,1
2755,1,0,1,0
2756,1,0,1,3
2757,1,0,1,2
2758,1,0,1,3
2759,1,1,0,1
2760,1,0,1,0
2761,1,1,0,4
2762,1,0,1,3
2763,1,0,1,2
2764,1,0,1,1
2765,1,0,1,0
2766,1,0,1,4
2767,1,0,1,2
2768,1,0,1,4
2769,1,0,1,1
2770,1,0,1,0
2771,1,0,1,4
2772,1,0,1,3
2773,1,0,1,2
2774,1,0,1,1
2775,1,0,1,0
2776,1,0,1,1
2777,1,0,1,3
2778,1,0,1,2
2779,1,0,1,3
2780,1,1,0,0
2781,1,0,1,4
2782,1,0,1,3
2783,1,0,1,2
2784,1,1,0,1
2785,1,0,1,0
2786,1,0,1,4
2787,1,0,1,2
2788,1,1,0,4
2789,1,0,1,1
2790,1,0,1,0
2791,1,0,1,4
2792,1,0,1,3
2793,1,0,1,2
2794,1,0,1,1
2795,1,0,1,0
2796,1,0,1,1
2797,1,1,0,3
2798,1,0,1,2
2799,1,0,1,3
2800,1,0,1,0
2801,1,0,1,4
2802,1,0,1,3
2803,1,0,1,2
2804,1,1,0,1
2805,1,0,1,0
2806,1,0,1,4
2807,1,0,1,2
2808,1,0,1,4
2809,1,0,1,1
2810,1,0,1,0
2811,1,0,1,4
2812,1,0,1,3
2813,1,0,1,2
2814,1,0,1,1
2815,1,0,1,0
2816,1,0,1,1
2817,1,0,1,3
2818,1,1,0,2
2819,1,0,1,3
2820,1,0,1,0
2821,1,0,1,4
2822,1,0,1,3
2823,1,0,1,2
2824,1,0,1,1
2825,1,0,1,0
2826,1,0,1,4
2827,1,0,1,2
2828,1,0,1,4
2829,1,0,1,1
2830,1,0,1,0
2831,1,0,1,4
2832,1,0,1,3
2833,1,0,1,2
2834,1,0,1,1
2835,1,0,1,0
2836,1,0,1,3
2837,1,0,1,2
2838,1,0,1,3
2839,1,0,1,1
2840,1,0,1,0
2841,1,0,1,4
2842,1,0,1,3
2843,1,0,1,2
2844,1,0,1,1
2845,1,0,1,0
2846,1,0,1,4
2847,1,0,1,2
2848,1,0,1,4
2849,1,0,1,1
2850,1,0,1,0
2851,1,1,0,4
2852,1,0,1,3
2853,1,0,1,2
2854,1,0,1,1
2855,1,0,1,0
2856,1,0,1,1
2857,1,0,1,3
2858,1,0,1,2
2859,1,0,1,3
2860,1,0,1,0
2861,1,0,1,4
2862,1,1,0,3
2863,1,0,1,2
2864,1,0,1,1
2865,1,0,1,0
2866,1,0,1,4
2867,1,0,1,2
2868,1,0,1,4
2869,1,1,0,1
2870,1,0,1,0
2871,1,0,1,4
2872,1,0,1,3
2873,1,0,1,2
2874,1,0,1,1
2875,1,0,1,0
2876,1,0,1,1
2877,1,0,1,3
2878,1,0,1,3
2879,1,0,1,2
2880,1,0,1,3
2881,1,0,1,0
2882,1,0,1,4
2883,1,0,1,3
2884,1,0,1,2
2885,1,0,1,1
2886,1,0,1,0
2887,1,0,1,4
2888,1,0,1,2
2889,1,0,1,4
2890,1,0,1,1
2891,1,1,0,0
2892,1,0,1,4
2893,1,1,0,3
2894,1,0,1,2
2895,1,0,1,1
2896,1,0,1,0
2897,1,0,1,1
2898,1,0,1,3
2899,1,1,0,2
2900,1,0,1,3
2901,1,0,1,0
2902,1,1,0,4
2903,1,0,1,3
2904,1,0,1,2
2905,1,0,1,1
2906,1,0,1,0
2907,1,0,1,4
2908,1,0,1,2
2909,1,0,1,4
2910,1,0,1,1
2911,1,0,1,0
2912,1,0,1,4
2913,1,0,1,3
2914,1,0,1,2
2915,1,0,1,1
2916,1,0,1,0
2917,1,0,1,3
2918,1,0,1,2
2919,1,1,0,3
2920,1,1,0,1
2921,1,0,1,0
2922,1,0,1,4
2923,1,1,0,3
2924,1,0,1,2
2925,1,0,1,1
2926,1,0,1,0
2927,1,0,1,4
2928,1,0,1,2
2929,1,0,1,4
2930,1,0,1,1
2931,1,0,1,0
2932,1,0,1,4
2933,1,0,1,3
2934,1,0,1,2
2935,1,0,1,1
2936,1,0,1,0
2937,1,1,0,1
2938,1,0,1,3
2939,1,0,1,2
2940,1,1,0,3
2941,1,0,1,0
2942,1,0,1,4
2943,1,0,1,3
2944,1,0,1,2
2945,1,0,1,1
2946,1,0,1,0
2947,1,0,1,4
2948,1,1,0,2
2949,1,0,1,4
2950,1,0,1,1
2951,1,0,1,0
2952,1,0,1,4
2953,1,0,1,3
2954,1,0,1,2
2955,1,0,1,1
2956,1,0,1,0
2957,1,0,1,1
2958,1,0,1,3
2959,1,0,1,2
2960,1,0,1,3
2961,1,0,1,0
2962,1,0,1,4
2963,1,0,1,3
2964,1,0,1,2
2965,1,0,1,1
2966,1,0,1,0
2967,1,0,1,4
2968,1,0,1,2
2969,1,0,1,4
2970,1,0,1,1
2971,1,0,1,0
2972,1,0,1,4
2973,1,0,1,3
2974,1,0,1,2
2975,1,0,1,1
2976,1,0,1,0
2977,1,0,1,1
2978,1,0,1,3
2979,1,0,1,2
2980,1,0,1,3
2981,1,0,1,0
2982,1,0,1,4
2983,1,0,1,3
2984,1,0,1,2
2985,1,0,1,1
2986,1,0,1,0
2987,1,0,1,4
2988,1,0,1,2
2989,1,0,1,4
2990,1,1,0,1
2991,1,0,1,0
2992,1,0,1,4
2993,1,0,1,3
2994,1,0,1,2
2995,1,0,1,1
2996,1,0,1,0
2997,1,0,1,3
2998,1,0,1,2
2999,1,0,1,3
3000,1,0,1,1
3001,1,1,0,0
3002,1,0,1,4
3003,1,0,1,3
3004,1,0,1,2
3005,1,1,0,1
3006,1,0,1,0
3007,1,0,1,4
3008,1,1,0,2
3009,1,0,1,4
3010,1,0,1,1
3011,1,0,1,0
3012,1,0,1,4
3013,1,0,1,3
3014,1,0,1,2
3015,1,0,1,1
3016,1,0,1,0
3017,1,0,1,1
3018,1,0,1,3
3019,1,0,1,2
3020,1,0,1,3
3021,1,0,1,0
3022,1,0,1,4
3023,1,0,1,3
3024,1,0,1,2
3025,1,0,1,1
3026,1,0,1,0
3027,1,0,1,4
3028,1,0,1,2
3029,1,0,1,4
3030,1,0,1,1
3031,1,0,1,0
3032,1,0,1,4
3033,1,0,1,3
3034,1,0,1,2
3035,1,0,1,1
3036,1,0,1,0
3037,1,0,1,3
3038,1,0,1,2
3039,1,0,1,3
3040,1,0,1,1
3041,1,0,1,0
3042,1,0,1,4
3043,1,0,1,3
3044,1,0,1,2
3045,1,0,1,1
3046,1,0,1,0
3047,1,0,1,4
3048,1,0,1,2
3049,1,0,1,4
3050,1,0,1,1
3051,1,0,1,0
3052,1,0,1,4
3053,1,0,1,3
3054,1,0,1,2
3055,1,0,1,1
3056,1,0,1,0
3057,1,0,1,1
3058,1,0,1,3
3059,1,0,1,2
3060,1,1,0,3
3061,1,1,0,0
3062,1,0,1,4
3063,1,0,1,3
3064,1,0,1,2
3065,1,0,1,1
3066,1,0,1,0
3067,1,0,1,4
3068,1,0,1,2
3069,1,0,1,4
3070,1,0,1,1
3071,1,0,1,0
3072,1,0,1,4
3073,1,0,1,3
3074,1,0,1,2
3075,1,0,1,1
3076,1,0,1,0
3077,1,0,1,3
3078,1,0,1,2
3079,1,0,1,3
3080,1,0,1,1
3081,1,0,1,0
3082,1,0,1,4
3083,1,0,1,3
3084,1,0,1,2
3085,1,0,1,1
3086,1,0,1,0
3087,1,0,1,4
3088,1,0,1,2
3089,1,0,1,4
3090,1,0,1,1
3091,1,0,1,0
3092,1,0,1,4
3093,1,0,1,3
3094,1,0,1,2
3095,1,0,1,1
3096,1,0,1,0
3097,1,0,1,1
3098,1,0,1,3
3099,1,0,1,2
3100,1,0,1,3
3101,1,0,1,0
3102,1,0,1,4
3103,1,0,1,3
3104,1,0,1,2
3105,1,0,1,1
3106,1,0,1,0
3107,1,0,1,4
3108,1,0,1,2
3109,1,0,1,4
3110,1,0,1,1
3111,1,0,1,0
3112,1,0,1,4
3113,1,0,1,3
3114,1,0,1,2
3115,1,0,1,1
3116,1,0,1,0
3117,1,1,0,1
3118,1,0,1,3
3119,1,0,1,2
3120,1,0,1,3
3121,1,1,0,0
3122,1,0,1,4
3123,1,0,1,3
3124,1,0,1,2
3125,1,0,1,1
3126,1,0,1,0
3127,1,0,1,4
3128,1,0,1,2
3129,1,0,1,4
3130,1,0,1,1
3131,1,0,1,0
3132,1,0,1,4
3133,1,0,1,3
3134,1,0,1,2
3135,1,0,1,1
3136,1,0,1,0
3137,1,0,1,1
3138,1,0,1,3
3139,1,0,1,2
3140,1,0,1,3
3141,1,0,1,0
3142,1,0,1,4
3143,1,0,1,3
3144,1,1,0,2
3145,1,0,1,1
3146,1,0,1,0
3147,1,0,1,4
3148,1,0,1,2
3149,1,0,1,4
3150,1,0,1,1
3151,1,0,1,0
3152,1,0,1,4
3153,1,0,1,3
3154,1,0,1,2
3155,1,0,1,1
3156,1,0,1,0
3157,1,0,1,3
3158,1,0,1,2
3159,1,0,1,3
3160,1,0,1,1
3161,1,0,1,0
3162,1,0,1,4
3163,1,0,1,3
3164,1,0,1,2
3165,1,0,1,1
3166,1,0,1,0
3167,1,0,1,4
3168,1,0,1,2
3169,1,0,1,4
3170,1,0,1,1
3171,1,0,1,0
3172,1,0,1,4
3173,1,0,1,3
3174,1,0,1,2
3175,1,0,1,1
3176,1,0,1,0
3177,1,0,1,1
3178,1,0,1,3
3179,1,0,1,2
3180,1,0,1,3
3181,1,0,1,0
3182,1,0,1,4
3183,1,0,1,3
3184,1,0,1,2
3185,1,0,1,1
3186,1,0,1,0
3187,1,0,1,4
3188,1,0,1,2
3189,1,0,1,4
3190,1,1,0,1
3191,1,1,0,0
3192,1,0,1,4
3193,1,1,0,3
3194,1,1,0,2
3195,1,0,1,1
3196,1,0,1,0
3197,1,0,1,3
3198,1,0,1,4
3199,1,1,0,4
3200,1,1,0,2
3201,1,1,0,3
3202,1,0,1,2
3203,1,0,1,1
3204,1,1,0,0
3205,1,1,0,4
3206,1,0,1,3
3207,1,0,1,2
3208,1,0,1,0
3209,1,0,1,2
3210,1,0,1,4
3211,1,0,1,3
3212,1,1,0,2
3213,1,0,1,1
3214,1,0,1,0
3215,1,0,1,4
3216,1,0,1,3
3217,1,0,1,4
3218,1,0,1,1
3219,1,0,1,0
3220,1,0,1,1
3221,1,0,1,3
3222,1,0,1,2
3223,1,0,1,1
3224,1,0,1,0
3225,1,0,1,4
3226,1,0,1,3
3227,1,1,0,2
3228,1,0,1,0
3229,1,0,1,2
3230,1,1,0,4
3231,1,0,1,3
3232,1,0,1,2
3233,1,1,0,1
3234,1,0,1,0
3235,1,0,1,4
3236,1,0,1,3
3237,1,1,0,1
3238,1,0,1,0
3239,1,0,1,1
3240,1,0,1,4
3241,1,0,1,3
3242,1,1,0,2
3243,1,0,1,1
3244,1,0,1,0
3245,1,0,1,4
3246,1,0,1,3
3247,1,0,1,2
3248,1,0,1,0
3249,1,0,1,2
3250,1,0,1,4
3251,1,0,1,3
3252,1,0,1,2
3253,1,0,1,1
3254,1,0,1,0
3255,1,0,1,4
3256,1,0,1,3
3257,1,0,1,4
3258,1,0,1,1
3259,1,0,1,0
3260,1,0,1,1
3261,1,0,1,3
3262,1,0,1,2
3263,1,0,1,1
3264,1,0,1,0
3265,1,0,1,4
3266,1,0,1,3
3267,1,0,1,2
3268,1,0,1,0
3269,1,0,1,2
3270,1,0,1,4
3271,1,0,1,3
3272,1,0,1,2
3273,1,0,1,1
3274,1,0,1,0
3275,1,0,1,4
3276,1,0,1,3
3277,1,0,1,4
3278,1,0,1,1
3279,1,0,1,0
3280,1,0,1,1
3281,1,0,1,3
3282,1,0,1,2
3283,1,0,1,1
3284,1,0,1,0
3285,1,0,1,4
3286,1,0,1,3
3287,1,0,1,2
3288,1,0,1,0
3289,1,0,1,2
3290,1,0,1,4
3291,1,0,1,3
3292,1,0,1,2
3293,1,0,1,1
3294,1,0,1,0
3295,1,0,1,4
3296,1,0,1,3
3297,1,0,1,4
3298,1,0,1,1
3299,1,1,0,0
3300,1,1,0,1
3301,1,0,1,3
3302,1,0,1,2
3303,1,1,0,1
3304,1,0,1,0
3305,1,1,0,4
3306,1,0,1,3
3307,1,0,1,2
3308,1,0,1,0
3309,1,1,0,2
3310,1,0,1,4
3311,1,0,1,3
3312,1,0,1,2
3313,1,0,1,1
3314,1,0,1,0
3315,1,1,0,4
3316,1,0,1,3
3317,1,0,1,1
3318,1,0,1,0
3319,1,0,1,1
3320,1,0,1,4
3321,1,0,1,3
3322,1,1,0,2
3323,1,0,1,1
3324,1,0,1,0
3325,1,0,1,4
3326,1,0,1,3
3327,1,0,1,2
3328,1,0,1,0
3329,1,0,1,2
3330,1,1,0,4
3331,1,0,1,3
3332,1,0,1,2
3333,1,0,1,1
3334,1,0,1,0
3335,1,0,1,4
3336,1,0,1,3
3337,1,0,1,4
3338,1,0,1,1
3339,1,0,1,0
3340,1,0,1,1
3341,1,0,1,3
3342,1,0,1,2
3343,1,0,1,1
3344,1,0,1,0
3345,1,0,1,4
3346,1,0,1,3
3347,1,0,1,2
3348,1,0,1,0
3349,1,0,1,2
3350,1,0,1,4
3351,1,0,1,3
3352,1,0,1,2
3353,1,0,1,1
3354,1,0,1,0
3355,1,0,1,4
3356,1,0,1,3
3357,1,0,1,1
3358,1,0,1,0
3359,1,0,1,1
3360,1,0,1,4
3361,1,0,1,3
3362,1,0,1,2
3363,1,0,1,1
3364,1,0,1,0
3365,1,0,1,4
3366,1,0,1,3
3367,1,0,1,2
3368,1,0,1,0
3369,1,0,1,2
3370,1,0,1,4
3371,1,0,1,3
3372,1,0,1,2
3373,1,0,1,1
3374,1,0,1,0
3375,1,0,1,4
3376,1,0,1,3
3377,1,0,1,4
3378,1,0,1,1
3379,1,0,1,0
3380,1,0,1,1
3381,1,0,1,3
3382,1,0,1,2
3383,1,0,1,1
3384,1,1,0,0
3385,1,0,1,4
3386,1,0,1,3
3387,1,0,1,2
3388,1,1,0,0
3389,1,0,1,2
3390,1,0,1,4
3391,1,0,1,3
3392,1,0,1,2
3393,1,0,1,1
3394,1,0,1,0
3395,1,0,1,4
3396,1,0,1,3
3397,1,0,1,1
3398,1,0,1,0
3399,1,0,1,1
3400,1,0,1,4
3401,1,0,1,3
3402,1,0,1,2
3403,1,0,1,1
3404,1,0,1,0
3405,1,0,1,4
3406,1,0,1,3
3407,1,0,1,2
3408,1,0,1,0
3409,1,0,1,2
3410,1,0,1,4
3411,1,0,1,3
3412,1,0,1,2
3413,1,0,1,1
3414,1,0,1,0
3415,1,0,1,4
3416,1,0,1,3
3417,1,0,1,4
3418,1,0,1,1
3419,1,0,1,0
3420,1,0,1,1
3421,1,0,1,3
3422,1,0,1,2
3423,1,0,1,1
3424,1,0,1,0
3425,1,0,1,4
3426,1,0,1,3
3427,1,0,1,2
3428,1,0,1,0
3429,1,0,1,2
3430,1,0,1,4
3431,1,0,1,3
3432,1,0,1,2
3433,1,0,1,1
3434,1,0,1,0
3435,1,0,1,4
3436,1,0,1,3
3437,1,1,0,4
3438,1,0,1,1
3439,1,0,1,0
3440,1,0,1,1
3441,1,0,1,3
3442,1,0,1,2
3443,1,0,1,1
3444,1,0,1,0
3445,1,1,0,4
3446,1,0,1,3
3447,1,1,0,2
3448,1,0,1,0
3449,1,0,1,2
3450,1,0,1,4
3451,1,0,1,3
3452,1,0,1,2
3453,1,0,1,1
3454,1,1,0,0
3455,1,0,1,4
3456,1,0,1,3
3457,1,0,1,4
3458,1,0,1,1
3459,1,0,1,0
3460,1,0,1,1
3461,1,0,1,3
3462,1,0,1,2
3463,1,1,0,1
3464,1,0,1,0
3465,1,0,1,4
3466,1,1,0,3
3467,1,0,1,2
3468,1,0,1,0
3469,1,0,1,2
3470,1,0,1,4
3471,1,0,1,3
3472,1,0,1,2
3473,1,0,1,1
3474,1,1,0,0
3475,1,0,1,4
3476,1,0,1,3
3477,1,0,1,1
3478,1,0,1,0
3479,1,0,1,1
3480,1,0,1,4
3481,1,0,1,3
3482,1,0,1,2
3483,1,1,0,1
3484,1,0,1,0
3485,1,0,1,4
3486,1,0,1,3
3487,1,0,1,2
3488,1,0,1,0
3489,1,0,1,2
3490,1,0,1,4
3491,1,0,1,3
3492,1,0,1,2
3493,1,0,1,1
3494,1,0,1,0
3495,1,0,1,4
3496,1,0,1,3
3497,1,0,1,4
3498,1,0,1,1
3499,1,0,1,0
3500,1,0,1,1
3501,1,0,1,3
3502,1,0,1,2
3503,1,0,1,1
3504,1,1,0,0
3505,1,0,1,4
3506,1,0,1,3
3507,1,0,1,2
3508,1,1,0,0
3509,1,0,1,2
3510,1,0,1,4
3511,1,0,1,3
3512,1,0,1,2
3513,1,0,1,1
3514,1,1,0,0
3515,1,0,1,4
3516,1,0,1,3
3517,1,0,1,4
3518,1,0,1,0
3519,1,0,1,1
3520,1,0,1,1
3521,1,0,1,3
3522,1,0,1,2
3523,1,0,1,1
3524,1,0,1,0
3525,1,0,1,4
3526,1,0,1,3
3527,1,1,0,2
3528,1,0,1,0
3529,1,0,1,2
3530,1,0,1,4
3531,1,0,1,3
3532,1,0,1,2
3533,1,1,0,1
3534,1,0,1,0
3535,1,0,1,4
3536,1,1,0,3
3537,1,0,1,4
3538,1,0,1,1
3539,1,0,1,0
3540,1,0,1,1
3541,1,0,1,3
3542,1,1,0,2
3543,1,0,1,1
3544,1,0,1,0
3545,1,0,1,4
3546,1,0,1,3
3547,1,0,1,2
3548,1,0,1,0
3549,1,0,1,2
3550,1,0,1,4
3551,1,0,1,3
3552,1,0,1,2
3553,1,0,1,1
3554,1,0,1,0
3555,1,0,1,4
3556,1,0,1,3
3557,1,0,1,1
3558,1,0,1,0
3559,1,1,0,1
3560,1,0,1,4
3561,1,0,1,3
3562,1,0,1,2
3563,1,0,1,1
3564,1,1,0,0
3565,1,0,1,4
3566,1,0,1,3
3567,1,1,0,2
3568,1,0,1,0
3569,1,0,1,2
3570,1,0,1,4
3571,1,0,1,3
3572,1,0,1,2
3573,1,0,1,1
3574,1,0,1,0
3575,1,0,1,4
3576,1,0,1,3
3577,1,0,1,4
3578,1,0,1,1
3579,1,0,1,0
3580,1,0,1,1
3581,1,0,1,3
3582,1,0,1,2
3583,1,0,1,1
3584,1,0,1,0
3585,1,0,1,4
3586,1,0,1,3
3587,1,0,1,2
3588,1,0,1,0
3589,1,0,1,2
3590,1,0,1,4
3591,1,0,1,3
3592,1,0,1,2
3593,1,0,1,1
3594,1,0,1,0
3595,1,0,1,4
3596,1,0,1,3
3597,1,0,1,4
3598,1,0,1,0
3599,1,0,1,1
3600,1,0,1,1
3601,1,0,1,3
3602,1,0,1,2
3603,1,0,1,1
3604,1,0,1,0
3605,1,0,1,4
3606,1,0,1,3
3607,1,0,1,2
3608,1,0,1,0
3609,1,0,1,2
3610,1,0,1,4
3611,1,0,1,3
3612,1,0,1,2
3613,1,0,1,1
3614,1,0,1,0
3615,1,0,1,4
3616,1,0,1,3
3617,1,0,1,4
3618,1,0,1,0
3619,1,0,1,1
3620,1,0,1,2
3621,1,0,1,2
3622,1,0,1,1
3623,1,0,1,0
3624,1,0,1,4
3625,1,0,1,3
3626,1,0,1,2
3627,1,0,1,1
3628,1,0,1,0
3629,1,0,1,4
3630,1,0,1,3
3631,1,0,1,2
3632,1,0,1,1
3633,1,0,1,0
3634,1,0,1,4
3635,1,0,1,3
3636,1,0,1,1
3637,1,0,1,1
3638,1,1,0,0
3639,1,0,1,4
3640,1,0,1,3
3641,1,0,1,2
3642,1,0,1,1
3643,1,0,1,0
3644,1,0,1,4
3645,1,0,1,3
3646,1,0,1,2
3647,1,0,1,0
3648,1,0,1,2
3649,1,0,1,4
3650,1,0,1,3
3651,1,0,1,2
3652,1,0,1,1
3653,1,0,1,0
3654,1,0,1,4
3655,1,0,1,3
3656,1,0,1,4
3657,1,0,1,1
3658,1,0,1,0
3659,1,0,1,1
3660,1,0,1,3
3661,1,0,1,2
3662,1,0,1,1
3663,1,0,1,0
3664,1,0,1,4
3665,1,0,1,3
3666,1,0,1,2
3667,1,0,1,0
3668,1,0,1,2
3669,1,0,1,4
3670,1,0,1,3
3671,1,0,1,2
3672,1,0,1,1
3673,1,0,1,0
3674,1,0,1,4
3675,1,0,1,3
3676,1,0,1,1
3677,1,0,1,1
3678,1,0,1,0
3679,1,0,1,4
3680,1,0,1,3
3681,1,0,1,2
3682,1,0,1,1
3683,1,0,1,0
3684,1,0,1,4
3685,1,0,1,3
3686,1,0,1,2
3687,1,0,1,0
3688,1,0,1,2
3689,1,0,1,4
3690,1,0,1,3
3691,1,0,1,2
3692,1,0,1,1
3693,1,0,1,0
3694,1,0,1,4
3695,1,0,1,3
3696,1,0,1,4
3697,1,0,1,1
3698,1,0,1,0
3699,1,0,1,1
3700,1,0,1,3
3701,1,0,1,2
3702,1,0,1,1
3703,1,0,1,0
3704,1,0,1,4
3705,1,0,1,3
3706,1,0,1,2
3707,1,0,1,0
3708,1,0,1,2
3709,1,0,1,4
3710,1,0,1,3
3711,1,0,1,2
3712,1,0,1,1
3713,1,0,1,0
3714,1,0,1,4
3715,1,0,1,3
3716,1,0,1,1
3717,1,1,0,0
3718,1,0,1,1
3719,1,1,0,4
3720,1,0,1,3
3721,1,0,1,2
3722,1,0,1,1
3723,1,0,1,0
3724,1,0,1,4
3725,1,0,1,3
3726,1,0,1,2
3727,1,0,1,0
3728,1,0,1,2
3729,1,0,1,4
3730,1,0,1,3
3731,1,0,1,2
3732,1,0,1,1
3733,1,0,1,0
3734,1,0,1,4
3735,1,0,1,3
3736,1,0,1,4
3737,1,0,1,1
3738,1,0,1,0
3739,1,0,1,1
3740,1,0,1,3
3741,1,0,1,2
3742,1,0,1,1
3743,1,0,1,0
3744,1,0,1,4
3745,1,0,1,3
3746,1,0,1,2
3747,1,1,0,0
3748,1,0,1,2
3749,1,0,1,4
3750,1,0,1,3
3751,1,0,1,2
3752,1,0,1,1
3753,1,0,1,0
3754,1,0,1,4
3755,1,0,1,3
3756,1,0,1,4
3757,1,0,1,1
3758,1,0,1,0
3759,1,0,1,1
3760,1,0,1,3
3761,1,0,1,2
3762,1,0,1,1
3763,1,0,1,0
3764,1,0,1,4
3765,1,0,1,3
3766,1,0,1,2
3767,1,0,1,0
3768,1,0,1,2
3769,1,0,1,4
3770,1,0,1,3
3771,1,0,1,2
3772,1,0,1,1
3773,1,0,1,0
3774,1,0,1,4
3775,1,0,1,3
3776,1,1,0,4
3777,1,0,1,1
3778,1,0,1,0
3779,1,0,1,1
3780,1,0,1,3
3781,1,0,1,2
3782,1,0,1,1
3783,1,0,1,0
3784,1,0,1,4
3785,1,0,1,3
3786,1,0,1,2
3787,1,1,0,0
3788,1,0,1,2
3789,1,0,1,4
3790,1,1,0,3
3791,1,1,0,2
3792,1,0,1,1
3793,1,0,1,0
3794,1,0,1,4
3795,1,0,1,3
3796,1,0,1,1
3797,1,0,1,0
3798,1,0,1,1
3799,1,0,1,4
3800,1,0,1,3
3801,1,0,1,2
3802,1,0,1,1
3803,1,0,1,0
3804,1,0,1,4
3805,1,0,1,3
3806,1,0,1,2
3807,1,0,1,0
3808,1,0,1,2
3809,1,0,1,4
3810,1,0,1,3
3811,1,0,1,2
3812,1,0,1,1
3813,1,0,1,0
3814,1,0,1,4
3815,1,0,1,3
3816,1,0,1,4
3817,1,0,1,1
3818,1,0,1,0
3819,1,0,1,1
3820,1,0,1,3
3821,1,0,1,2
3822,1,0,1,1
3823,1,0,1,0
3824,1,0,1,4
3825,1,0,1,3
3826,1,0,1,2
3827,1,0,1,0
3828,1,0,1,2
3829,1,1,0,4
3830,1,1,0,3
3831,1,0,1,2
3832,1,0,1,1
3833,1,0,1,0
3834,1,0,1,4
3835,1,0,1,3
3836,1,0,1,1
3837,1,0,1,1
3838,1,0,1,3
3839,1,0,1,4
3840,1,0,1,3
3841,1,0,1,2
3842,1,0,1,1
3843,1,0,1,0
3844,1,0,1,4
3845,1,1,0,3
3846,1,1,0,2
3847,1,1,0,0
3848,1,0,1,2
3849,1,0,1,4
3850,1,0,1,3
3851,1,0,1,2
3852,1,0,1,1
3853,1,0,1,0
3854,1,0,1,4
3855,1,0,1,3
3856,1,0,1,4
3857,1,0,1,1
3858,1,0,1,0
3859,1,0,1,1
3860,1,0,1,3
3861,1,0,1,2
3862,1,0,1,1
3863,1,0,1,0
3864,1,1,0,4
3865,1,0,1,3
3866,1,0,1,2
3867,1,0,1,0
3868,1,0,1,2
3869,1,0,1,4
3870,1,0,1,3
3871,1,0,1,2
3872,1,0,1,1
3873,1,0,1,0
3874,1,0,1,4
3875,1,0,1,3
3876,1,0,1,1
3877,1,1,0,0
3878,1,0,1,1
3879,1,0,1,4
3880,1,0,1,3
3881,1,0,1,2
3882,1,0,1,1
3883,1,0,1,0
3884,1,0,1,4
3885,1,0,1,3
3886,1,0,1,2
3887,1,0,1,0
3888,1,0,1,2
