thr,TP,FP,TN,FN,Precision,Recall,F1,Specificity,N,Pos,Neg
0.6471420526504517,458,784,2623,134,0.3687600644122383,0.7736486486486487,0.4994547437295529,0.7698855297916055,3999,592,3407
