thr,TP,FP,TN,FN,Precision,Recall,F1,Specificity,N,Pos,Neg
0.5455,519,1316,2091,73,0.28283378746594007,0.8766891891891891,0.4276885043263288,0.6137364250073378,3999,592,3407
