recall,precision,threshold
1.0,0.24183006535947713,0.17688202857971191
1.0,0.24197384066587396,0.18051287531852722
1.0,0.24211778703152886,0.18250064551830292
1.0,0.24226190476190476,0.18543288111686707
1.0,0.24240619416319237,0.18632109463214874
1.0,0.24255065554231228,0.19030095636844635
1.0,0.2426952892069171,0.19119471311569214
1.0,0.24284009546539378,0.19337397813796997
1.0,0.24298507462686567,0.19370144605636597
1.0,0.24313022700119474,0.20281144976615906
1.0,0.24327555289898387,0.20453180372714996
1.0,0.24342105263157895,0.20785972476005554
1.0,0.24356672651107122,0.20933949947357178
1.0,0.2437125748502994,0.21227926015853882
1.0,0.243858597962852,0.21733848750591278
1.0,0.24400479616306955,0.21897631883621216
1.0,0.24415116976604678,0.219824880361557
1.0,0.24429771908763506,0.22289632260799408
1.0,0.24444444444444444,0.22332218289375305
1.0,0.24459134615384615,0.22381317615509033
1.0,0.24473842453397474,0.22469784319400787
1.0,0.24488567990373045,0.22773778438568115
1.0,0.24503311258278146,0.2286640703678131
1.0,0.24518072289156626,0.22994932532310486
1.0,0.24532851115129597,0.23016676306724548
1.0,0.24547647768395658,0.23074352741241455
1.0,0.2456246228123114,0.23088529706001282
1.0,0.2457729468599034,0.23105227947235107
1.0,0.2459214501510574,0.23156839609146118
1.0,0.2460701330108827,0.23299580812454224
1.0,0.24621899576527526,0.234067901968956
1.0,0.2463680387409201,0.23474863171577454
1.0,0.24651726226529377,0.23482072353363037
1.0,0.24666666666666667,0.2348848134279251
1.0,0.24681625227410553,0.23579931259155273
1.0,0.24696601941747573,0.23636001348495483
1.0,0.24711596842744385,0.2377924621105194
1.0,0.24726609963547996,0.23817726969718933
1.0,0.2474164133738602,0.2385326325893402
1.0,0.2475669099756691,0.24227982759475708
1.0,0.24771758977480218,0.2423517107963562
1.0,0.24786845310596833,0.24291130900382996
1.0,0.24801950030469225,0.2436399757862091
1.0,0.24817073170731707,0.24420775473117828
1.0,0.2483221476510067,0.2451860010623932
1.0,0.24847374847374848,0.245583176612854
1.0,0.24862553451435554,0.24561719596385956
1.0,0.24877750611246943,0.24574002623558044
1.0,0.2489296636085627,0.24873682856559753
1.0,0.24908200734394126,0.2489052712917328
1.0,0.2492345376607471,0.24899998307228088
0.9975429975429976,0.24877450980392157,0.24948009848594666
0.9975429975429976,0.24892703862660945,0.24976703524589539
0.9975429975429976,0.249079754601227,0.2514799237251282
0.9975429975429976,0.24923265807243708,0.25211483240127563
0.9975429975429976,0.2493857493857494,0.2548365890979767
0.9975429975429976,0.24953902888752305,0.25582996010780334
0.9975429975429976,0.24969249692496925,0.2569856643676758
0.9975429975429976,0.24984615384615386,0.2575281858444214
0.9975429975429976,0.25,0.2578085958957672
0.9975429975429976,0.2501540357362908,0.2583250105381012
0.9975429975429976,0.25030826140567203,0.2583555579185486
0.9975429975429976,0.25046267735965455,0.25920403003692627
0.9975429975429976,0.2506172839506173,0.25940513610839844
0.9975429975429976,0.25077208153180974,0.2595221996307373
0.9975429975429976,0.25092707045735474,0.2601800262928009
0.9975429975429976,0.2510822510822511,0.2606789469718933
0.9975429975429976,0.25123762376237624,0.2609490752220154
0.9975429975429976,0.2513931888544892,0.2628198564052582
0.9975429975429976,0.25154894671623296,0.26345670223236084
0.9975429975429976,0.25170489770613763,0.2641236186027527
0.9975429975429976,0.2518610421836228,0.26427385210990906
0.9975429975429976,0.25201738050900063,0.2647961378097534
0.9975429975429976,0.25217391304347825,0.2649003267288208
0.9975429975429976,0.25233064014916096,0.2649076581001282
0.9975429975429976,0.2524875621890547,0.2657792568206787
0.9975429975429976,0.2526446795270691,0.2659982442855835
0.9975429975429976,0.25280199252801994,0.26655250787734985
0.9975429975429976,0.2529595015576324,0.2669682502746582
0.9975429975429976,0.25311720698254364,0.26757147908210754
0.9975429975429976,0.25327510917030566,0.2676600217819214
0.9975429975429976,0.2534332084893883,0.2679247260093689
0.9975429975429976,0.25375,0.2685132920742035
0.9975429975429976,0.25390869293308316,0.2699219584465027
0.9975429975429976,0.25406758448060074,0.2700912654399872
0.9975429975429976,0.2542266750156543,0.27074718475341797
0.9975429975429976,0.2543859649122807,0.2720627784729004
0.9975429975429976,0.2545454545454545,0.2721819281578064
0.9975429975429976,0.2547051442910916,0.27293533086776733
0.9975429975429976,0.25486503452605147,0.2732619345188141
0.9975429975429976,0.2550251256281407,0.27402856945991516
0.9975429975429976,0.25518541797611566,0.2743383049964905
0.9975429975429976,0.25534591194968553,0.2751477062702179
0.9975429975429976,0.2555066079295154,0.27545711398124695
0.9975429975429976,0.25566750629722923,0.2756880521774292
0.9975429975429976,0.25582860743541275,0.27580082416534424
0.9975429975429976,0.25598991172761665,0.2762795686721802
0.9975429975429976,0.2561514195583596,0.27691414952278137
0.9975429975429976,0.2563131313131313,0.27776724100112915
0.9975429975429976,0.25647504737839544,0.2785797417163849
0.9975429975429976,0.2567994939911448,0.2791852653026581
0.9975429975429976,0.2569620253164557,0.2804190516471863
0.9975429975429976,0.2571247625079164,0.28088700771331787
0.9975429975429976,0.2572877059569075,0.28089606761932373
0.9975429975429976,0.25745085605580215,0.2814651429653168
0.9975429975429976,0.25761421319796957,0.28161144256591797
0.9975429975429976,0.2577777777777778,0.28175491094589233
0.9975429975429976,0.2579415501905972,0.2826039791107178
0.9975429975429976,0.2581055308328036,0.28273943066596985
0.9975429975429976,0.2582697201017812,0.2831166684627533
0.9975429975429976,0.25843411839592617,0.2832825481891632
0.995085995085995,0.25796178343949044,0.2835913300514221
0.995085995085995,0.25812619502868067,0.2837674617767334
0.995085995085995,0.2582908163265306,0.2838994264602661
0.995085995085995,0.25845564773452456,0.28418615460395813
0.995085995085995,0.25862068965517243,0.2843625545501709
0.995085995085995,0.25878594249201275,0.28478655219078064
0.995085995085995,0.25895140664961636,0.28489959239959717
0.995085995085995,0.2591170825335892,0.28596261143684387
0.995085995085995,0.2592829705505762,0.28604060411453247
0.995085995085995,0.25944907110826393,0.2876037359237671
0.995085995085995,0.25961538461538464,0.2881770730018616
0.995085995085995,0.25978191148171903,0.2881777882575989
0.995085995085995,0.25994865211810014,0.288205623626709
0.995085995085995,0.26011560693641617,0.28845202922821045
0.995085995085995,0.2602827763496144,0.28886252641677856
0.995085995085995,0.2604501607717042,0.28956061601638794
0.995085995085995,0.2606177606177606,0.29063495993614197
0.995085995085995,0.2607855763039279,0.2910797595977783
0.995085995085995,0.2609536082474227,0.2917034924030304
0.995085995085995,0.2611218568665377,0.2924765944480896
0.995085995085995,0.26129032258064516,0.29257336258888245
0.995085995085995,0.26145900581020015,0.2929343581199646
0.995085995085995,0.2616279069767442,0.29317915439605713
0.995085995085995,0.26179702650290887,0.2933822572231293
0.995085995085995,0.26196636481241914,0.2937043011188507
0.995085995085995,0.2621359223300971,0.29406923055648804
0.995085995085995,0.2623056994818653,0.2941676378250122
0.995085995085995,0.26247569669475046,0.2946324944496155
0.995085995085995,0.26264591439688717,0.2952719032764435
0.995085995085995,0.2628163530175211,0.29529696702957153
0.995085995085995,0.262987012987013,0.2956724166870117
0.995085995085995,0.2631578947368421,0.29577744007110596
0.995085995085995,0.2633289986996099,0.29672104120254517
0.995085995085995,0.2635003253090436,0.2968020439147949
0.995085995085995,0.263671875,0.29691165685653687
0.995085995085995,0.26384364820846906,0.29767492413520813
0.995085995085995,0.26401564537157757,0.29801416397094727
0.995085995085995,0.26418786692759294,0.2980409860610962
0.995085995085995,0.2643603133159269,0.29925423860549927
0.995085995085995,0.2645329849771391,0.2997403144836426
0.995085995085995,0.2647058823529412,0.3005400002002716
0.995085995085995,0.2648790058862001,0.30107003450393677
0.995085995085995,0.2650523560209424,0.3028185963630676
