fpr,tpr,threshold
0.0,0.0,inf
0.0007836990595611285,0.0,0.8570405
0.001567398119122257,0.0,0.8505912
0.001567398119122257,0.002457002457002457,0.84863055
0.003134796238244514,0.002457002457002457,0.84437513
0.003134796238244514,0.004914004914004914,0.8349843
0.006269592476489028,0.004914004914004914,0.81854117
0.006269592476489028,0.007371007371007371,0.81807995
0.008620689655172414,0.007371007371007371,0.80679154
0.008620689655172414,0.012285012285012284,0.8056613
0.01018808777429467,0.012285012285012284,0.8018698
0.01018808777429467,0.014742014742014743,0.8016875
0.0109717868338558,0.014742014742014743,0.80101967
0.0109717868338558,0.019656019656019656,0.79874015
0.011755485893416929,0.019656019656019656,0.79787683
0.011755485893416929,0.02702702702702703,0.79474676
0.014106583072100314,0.02702702702702703,0.79229784
0.014106583072100314,0.029484029484029485,0.79025614
0.01567398119122257,0.029484029484029485,0.78962237
0.01567398119122257,0.03194103194103194,0.7886058
0.018025078369905956,0.03194103194103194,0.78353286
0.018025078369905956,0.03931203931203931,0.7822691
0.018808777429467086,0.03931203931203931,0.7821423
0.018808777429467086,0.04176904176904177,0.7814027
0.02037617554858934,0.04176904176904177,0.7796442
0.02037617554858934,0.044226044226044224,0.77937734
0.02115987460815047,0.044226044226044224,0.7781908
0.02115987460815047,0.04914004914004914,0.77616847
0.0219435736677116,0.04914004914004914,0.7752869
0.0219435736677116,0.06388206388206388,0.77329093
0.022727272727272728,0.06388206388206388,0.7729476
0.022727272727272728,0.07371007371007371,0.7688611
0.024294670846394983,0.07371007371007371,0.76841617
0.024294670846394983,0.07616707616707617,0.7678176
0.025078369905956112,0.07616707616707617,0.76691556
0.025078369905956112,0.08108108108108109,0.76399136
0.02586206896551724,0.08108108108108109,0.7634506
0.02586206896551724,0.085995085995086,0.7629054
0.02664576802507837,0.085995085995086,0.7607343
0.02664576802507837,0.09336609336609336,0.75917006
0.030564263322884012,0.09336609336609336,0.7582664
0.030564263322884012,0.09582309582309582,0.75823045
0.03134796238244514,0.09582309582309582,0.7570826
0.03134796238244514,0.12285012285012285,0.751032
0.032915360501567396,0.12285012285012285,0.75048614
0.032915360501567396,0.12530712530712532,0.75038946
0.03369905956112853,0.12530712530712532,0.75023663
0.03526645768025078,0.12530712530712532,0.7502309
0.03526645768025078,0.1375921375921376,0.7479566
0.03605015673981191,0.1375921375921376,0.74760914
0.03605015673981191,0.14250614250614252,0.7472534
0.03683385579937304,0.14250614250614252,0.74660623
0.03683385579937304,0.14742014742014742,0.74651736
0.03683385579937304,0.14987714987714987,0.7464668
0.03761755485893417,0.14987714987714987,0.74616516
0.03761755485893417,0.18181818181818182,0.74151444
0.03918495297805643,0.18181818181818182,0.7413718
0.03918495297805643,0.18673218673218672,0.74056673
0.04075235109717868,0.18673218673218672,0.73989207
0.04075235109717868,0.20393120393120392,0.7388451
0.041536050156739814,0.20393120393120392,0.7387304
0.041536050156739814,0.21621621621621623,0.7373737
0.04231974921630094,0.21621621621621623,0.73727643
0.04231974921630094,0.22113022113022113,0.73690635
0.0438871473354232,0.22113022113022113,0.7365169
0.0438871473354232,0.22358722358722358,0.7364549
0.04467084639498432,0.22358722358722358,0.73601925
0.04467084639498432,0.22604422604422605,0.735306
0.045454545454545456,0.22604422604422605,0.73500407
0.045454545454545456,0.23832923832923833,0.73292243
0.04623824451410658,0.23832923832923833,0.73278517
0.04623824451410658,0.25061425061425063,0.7318516
0.047021943573667714,0.25061425061425063,0.7307399
0.047021943573667714,0.25307125307125306,0.73058593
0.04780564263322884,0.25307125307125306,0.7305486
0.04780564263322884,0.257985257985258,0.7304042
0.048589341692789965,0.257985257985258,0.7299559
0.048589341692789965,0.26044226044226043,0.72969604
0.0493730407523511,0.26044226044226043,0.729488
0.0493730407523511,0.2800982800982801,0.7274514
0.050156739811912224,0.2800982800982801,0.72697616
0.050156739811912224,0.28255528255528256,0.7262504
0.050940438871473356,0.28255528255528256,0.72578907
0.050940438871473356,0.28501228501228504,0.72514045
0.05172413793103448,0.28501228501228504,0.72494966
0.05172413793103448,0.3071253071253071,0.7230359
0.054858934169279,0.3071253071253071,0.7225499
0.054858934169279,0.3144963144963145,0.72233176
0.055642633228840124,0.3144963144963145,0.7223089
0.055642633228840124,0.31695331695331697,0.7217039
0.05721003134796238,0.31695331695331697,0.72149414
0.05721003134796238,0.32186732186732187,0.72128105
0.05799373040752351,0.32186732186732187,0.7209366
0.05799373040752351,0.32432432432432434,0.72062063
0.0603448275862069,0.32432432432432434,0.7201208
0.0603448275862069,0.32678132678132676,0.72007537
0.0603448275862069,0.3316953316953317,0.7200302
0.061128526645768025,0.3316953316953317,0.71974003
0.061128526645768025,0.3415233415233415,0.71830654
0.06269592476489028,0.3415233415233415,0.71803033
0.06269592476489028,0.343980343980344,0.71801484
0.06269592476489028,0.35135135135135137,0.71770465
0.06426332288401254,0.35135135135135137,0.7173997
0.06426332288401254,0.3538083538083538,0.71660334
0.06504702194357367,0.3538083538083538,0.7165388
0.06504702194357367,0.36855036855036855,0.71425235
0.06583072100313479,0.36855036855036855,0.7141156
0.06583072100313479,0.37346437346437344,0.7138784
0.06661442006269593,0.37346437346437344,0.7124016
0.06661442006269593,0.3783783783783784,0.7115053
0.06739811912225706,0.3783783783783784,0.7113924
0.06739811912225706,0.3882063882063882,0.7095816
0.06818181818181818,0.3882063882063882,0.7095084
0.06818181818181818,0.3906633906633907,0.7085017
0.06896551724137931,0.3906633906633907,0.70844996
0.06896551724137931,0.3955773955773956,0.70795524
0.06974921630094044,0.3955773955773956,0.707756
0.06974921630094044,0.39803439803439805,0.70693624
0.07053291536050156,0.39803439803439805,0.7067232
0.07053291536050156,0.40294840294840295,0.7043253
0.0713166144200627,0.40294840294840295,0.7036721
0.0713166144200627,0.4103194103194103,0.70292044
0.07210031347962383,0.4103194103194103,0.7025925
0.07210031347962383,0.4201474201474201,0.70086277
0.07288401253918496,0.4201474201474201,0.7007659
0.07288401253918496,0.4226044226044226,0.7004272
0.07366771159874608,0.4226044226044226,0.7001921
0.07366771159874608,0.4275184275184275,0.7000935
0.07523510971786834,0.4275184275184275,0.6998472
0.07523510971786834,0.4348894348894349,0.6981969
0.0768025078369906,0.4348894348894349,0.6979124
0.0768025078369906,0.4398034398034398,0.6971244
0.07758620689655173,0.4398034398034398,0.6971086
0.07758620689655173,0.44471744471744473,0.69609165
0.08150470219435736,0.44471744471744473,0.69440484
0.08150470219435736,0.44717444717444715,0.6941676
0.08150470219435736,0.4520884520884521,0.694146
0.08150470219435736,0.45454545454545453,0.69391257
0.0822884012539185,0.45454545454545453,0.69381416
0.0822884012539185,0.457002457002457,0.6937541
0.08463949843260188,0.457002457002457,0.6928705
0.08463949843260188,0.4594594594594595,0.69279826
0.08620689655172414,0.4594594594594595,0.6920222
0.08620689655172414,0.4619164619164619,0.69167864
0.08699059561128526,0.4619164619164619,0.6914679
0.08699059561128526,0.4643734643734644,0.6912247
0.08855799373040753,0.4643734643734644,0.6907006
0.08855799373040753,0.47174447174447176,0.689588
0.09012539184952978,0.47174447174447176,0.6893902
0.09012539184952978,0.4742014742014742,0.6891043
0.09090909090909091,0.4742014742014742,0.68905526
0.09090909090909091,0.47665847665847666,0.6887448
0.0932601880877743,0.47665847665847666,0.6874065
0.0932601880877743,0.48157248157248156,0.68701303
0.09561128526645768,0.48157248157248156,0.6862589
0.09561128526645768,0.48402948402948404,0.6861293
0.09796238244514106,0.48402948402948404,0.68574244
0.09796238244514106,0.4864864864864865,0.6851726
0.10031347962382445,0.4864864864864865,0.6847373
0.10031347962382445,0.48894348894348894,0.68466514
0.10109717868338558,0.48894348894348894,0.68461907
0.10109717868338558,0.49385749385749383,0.6841029
0.10344827586206896,0.49385749385749383,0.683383
0.10344827586206896,0.5012285012285013,0.6828294
0.10501567398119123,0.5012285012285013,0.6823083
0.10501567398119123,0.5036855036855037,0.68200094
0.10658307210031348,0.5036855036855037,0.6808492
0.10658307210031348,0.5085995085995086,0.6799609
0.10815047021943573,0.5085995085995086,0.67971194
0.10815047021943573,0.5135135135135135,0.67895293
0.11755485893416928,0.5135135135135135,0.6744805
0.11755485893416928,0.515970515970516,0.6742916
0.11912225705329153,0.515970515970516,0.6734866
0.11912225705329153,0.5184275184275184,0.6734858
0.12695924764890282,0.5184275184275184,0.6711109
0.12695924764890282,0.5208845208845209,0.67109334
0.13009404388714735,0.5208845208845209,0.6691979
0.13087774294670845,0.5233415233415234,0.66877043
0.13479623824451412,0.5233415233415234,0.6673944
0.13479623824451412,0.5257985257985258,0.6667565
0.13636363636363635,0.5257985257985258,0.66628957
0.13636363636363635,0.5282555282555282,0.66589165
0.1371473354231975,0.5282555282555282,0.66569173
0.1371473354231975,0.5307125307125307,0.66438305
0.13871473354231975,0.5307125307125307,0.6633605
0.14028213166144202,0.5307125307125307,0.66319215
0.14028213166144202,0.538083538083538,0.6620654
0.14106583072100312,0.538083538083538,0.6619127
0.14106583072100312,0.5405405405405406,0.6610662
0.14420062695924765,0.5405405405405406,0.66022515
0.14420062695924765,0.5454545454545454,0.6599077
0.14420062695924765,0.5552825552825553,0.6586453
0.14420062695924765,0.5601965601965602,0.6579747
0.14498432601880878,0.5601965601965602,0.6577982
0.14498432601880878,0.5651105651105651,0.6565093
0.1481191222570533,0.5651105651105651,0.6561191
0.1481191222570533,0.5700245700245701,0.65582645
0.15047021943573669,0.5700245700245701,0.6551826
0.15047021943573669,0.5749385749385749,0.6550875
0.15203761755485892,0.5749385749385749,0.6547383
0.1536050156739812,0.5749385749385749,0.6546556
0.15595611285266459,0.5749385749385749,0.65373015
0.15752351097178682,0.5749385749385749,0.6529842
0.1590909090909091,0.5749385749385749,0.6520393
0.1590909090909091,0.5798525798525799,0.65200996
0.1590909090909091,0.5847665847665847,0.65139747
0.1614420062695925,0.5847665847665847,0.65104175
0.1614420062695925,0.5896805896805897,0.65054387
0.164576802507837,0.5896805896805897,0.64931655
0.16614420062695925,0.5896805896805897,0.64906985
0.1669278996865204,0.5896805896805897,0.64846474
0.1669278996865204,0.5921375921375921,0.6484145
0.1677115987460815,0.5921375921375921,0.64840245
0.1677115987460815,0.597051597051597,0.6483413
0.16927899686520376,0.597051597051597,0.64833105
0.1700626959247649,0.597051597051597,0.64812756
0.1700626959247649,0.5995085995085995,0.6481114
0.17084639498432602,0.5995085995085995,0.6475344
0.17084639498432602,0.601965601965602,0.6470879
0.1724137931034483,0.601965601965602,0.64681053
0.1724137931034483,0.6044226044226044,0.6467905
0.17476489028213166,0.6044226044226044,0.6463999
0.17476489028213166,0.6068796068796068,0.6463741
0.17711598746081506,0.6068796068796068,0.64497817
0.17711598746081506,0.6093366093366094,0.6445557
0.1778996865203762,0.6093366093366094,0.643948
0.1778996865203762,0.6117936117936118,0.64366716
0.1786833855799373,0.6117936117936118,0.6431799
0.1786833855799373,0.6142506142506142,0.642722
0.1786833855799373,0.6191646191646192,0.6426351
0.1786833855799373,0.6265356265356266,0.6422895
0.18495297805642633,0.6265356265356266,0.6402546
0.18495297805642633,0.6339066339066339,0.6395298
0.18730407523510972,0.6339066339066339,0.63889474
0.18730407523510972,0.6388206388206388,0.63839686
0.19043887147335423,0.6388206388206388,0.63663495
0.19043887147335423,0.6412776412776413,0.63647366
0.19278996865203762,0.6412776412776413,0.6359621
0.19278996865203762,0.6437346437346437,0.6357225
0.19435736677115986,0.6437346437346437,0.6356277
0.19592476489028213,0.6437346437346437,0.63511646
0.19592476489028213,0.6461916461916462,0.6349596
0.19670846394984326,0.6461916461916462,0.63492686
0.19670846394984326,0.6486486486486487,0.63481057
0.19827586206896552,0.6486486486486487,0.63447136
0.2006269592476489,0.6486486486486487,0.63412476
0.2006269592476489,0.6511056511056511,0.63383675
0.21081504702194356,0.6511056511056511,0.63092124
0.21081504702194356,0.6535626535626535,0.63050306
0.2115987460815047,0.6535626535626535,0.6303054
0.2115987460815047,0.6560196560196561,0.6302891
0.21238244514106583,0.6560196560196561,0.6301007
0.21238244514106583,0.6584766584766585,0.62966216
0.21551724137931033,0.6584766584766585,0.62906516
0.21551724137931033,0.6609336609336609,0.6288307
0.21630094043887146,0.6609336609336609,0.62806016
0.21630094043887146,0.6658476658476659,0.6277636
0.2170846394984326,0.6658476658476659,0.62728524
0.2170846394984326,0.6707616707616708,0.62666893
0.22178683385579936,0.6707616707616708,0.6237137
0.22178683385579936,0.6781326781326781,0.6233922
0.2225705329153605,0.6781326781326781,0.6231767
0.2225705329153605,0.6805896805896806,0.6227975
0.22335423197492163,0.6805896805896806,0.6225505
0.22335423197492163,0.683046683046683,0.62240887
0.22648902821316613,0.683046683046683,0.62055933
0.22648902821316613,0.6855036855036855,0.6201707
0.2280564263322884,0.6855036855036855,0.61959594
0.2280564263322884,0.687960687960688,0.6187643
0.23119122257053293,0.687960687960688,0.6182787
0.23119122257053293,0.6904176904176904,0.6181629
0.23746081504702193,0.6904176904176904,0.6165029
0.23746081504702193,0.6928746928746928,0.6164063
